Marital status,Course,Daytime/evening attendance,Previous qualification,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Unemployment rate,Inflation rate,GDP,Target,Total Grade,Total Approved,Total Enrolled,Total Evaluations,Target_encoded
1,9,1,1,0,0,1,1,0,19,9.4,-0.8,-3.12,Graduate,26.200000000000003,10,10,12,2
1,9,1,1,0,1,0,0,0,19,8.9,1.4,3.51,Dropout,0.0,0,10,19,0
1,9,1,1,0,0,0,1,0,22,8.9,1.4,3.51,Enrolled,25.5,8,10,21,1
1,8,1,1,0,1,0,1,0,29,9.4,-0.8,-3.12,Dropout,0.0,0,10,17,0
1,12,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Graduate,28.03333334,12,14,14,2
1,10,1,1,0,0,1,0,0,18,9.4,-0.8,-3.12,Graduate,22.200000000000003,10,12,17,2
1,2,1,1,0,1,0,0,1,23,9.4,-0.8,-3.12,Dropout,0.0,0,0,0,0
2,17,0,1,0,0,1,0,0,34,12.4,0.5,1.79,Graduate,22.4,10,10,23,2
1,9,1,1,0,0,1,0,0,19,11.1,0.6,2.02,Graduate,20.916666669999998,7,10,20,2
1,6,1,1,0,0,1,0,0,18,10.8,1.4,1.74,Enrolled,26.96428571,9,10,17,1
1,12,1,1,0,0,1,0,1,20,11.1,0.6,2.02,Graduate,28.020535709999997,15,15,15,2
1,12,1,1,0,0,1,0,0,19,15.5,2.8,-4.06,Graduate,26.58486111,14,15,20,2
1,16,1,1,0,0,1,0,0,22,12.7,3.7,-1.7,Enrolled,23.85,9,12,19,1
1,10,1,1,0,0,1,0,1,23,10.8,1.4,1.74,Graduate,28.02380953,12,12,13,2
2,12,1,1,0,0,1,1,1,34,12.7,3.7,-1.7,Graduate,27.68571428,14,16,16,2
1,7,1,1,0,1,0,1,0,18,9.4,-0.8,-3.12,Enrolled,0.0,0,10,20,1
1,15,1,1,1,0,1,1,0,21,16.2,0.3,-0.92,Dropout,11.8,5,12,15,0
1,10,1,1,0,0,1,1,0,22,10.8,1.4,1.74,Dropout,26.5,12,12,12,0
1,4,1,9,0,0,1,1,0,28,11.1,0.6,2.02,Dropout,0.0,0,12,12,0
1,7,1,1,0,0,1,1,0,23,7.6,2.6,0.32,Dropout,0.0,0,10,12,0
1,15,1,1,0,0,1,1,0,20,7.6,2.6,0.32,Dropout,20.75,6,12,24,0
1,7,1,1,0,0,1,1,0,18,13.9,-0.3,0.79,Dropout,25.85,8,10,16,0
1,9,1,9,0,1,0,1,0,28,9.4,-0.8,-3.12,Dropout,0.0,0,10,10,0
1,5,1,14,0,0,1,1,0,21,12.4,0.5,1.79,Dropout,24.14285714,9,16,17,0
1,14,1,1,0,1,0,1,0,25,13.9,-0.3,0.79,Dropout,28.5,5,12,16,0
1,6,1,14,1,0,0,1,0,19,12.4,0.5,1.79,Dropout,27.5,12,12,17,0
1,12,1,1,0,0,1,1,1,18,12.4,0.5,1.79,Graduate,29.738412699999998,15,15,16,2
1,7,1,3,0,0,1,1,0,29,10.8,1.4,1.74,Dropout,0.0,0,8,3,0
1,7,1,12,0,0,1,1,1,29,12.4,0.5,1.79,Dropout,0.0,0,10,13,0
1,11,1,1,0,0,1,1,0,20,16.2,0.3,-0.92,Graduate,26.65714286,11,12,14,2
1,2,1,1,0,0,1,1,0,18,9.4,-0.8,-3.12,Graduate,0.0,0,0,0,2
1,11,1,1,0,0,1,1,0,20,8.9,1.4,3.51,Graduate,25.64285714,12,12,15,2
2,7,1,1,0,0,1,1,0,33,9.4,-0.8,-3.12,Dropout,31.0,3,10,23,0
1,17,0,1,0,0,1,1,0,30,16.2,0.3,-0.92,Graduate,23.044871790000002,23,26,30,2
1,13,1,1,0,0,1,1,1,21,16.2,0.3,-0.92,Enrolled,22.783333329999998,11,15,25,1
1,4,1,1,0,1,1,1,0,18,8.9,1.4,3.51,Graduate,29.5,9,12,14,2
1,12,1,1,0,0,1,1,1,19,15.5,2.8,-4.06,Graduate,26.477777770000003,15,15,21,2
1,5,1,1,0,0,1,1,1,21,15.5,2.8,-4.06,Dropout,22.5,9,12,15,0
1,13,1,1,0,0,1,1,1,25,15.5,2.8,-4.06,Dropout,10.0,2,14,14,0
1,14,1,1,0,0,1,1,0,19,9.4,-0.8,-3.12,Graduate,23.93333333,8,10,12,2
1,5,1,14,0,0,1,1,0,23,16.2,0.3,-0.92,Dropout,24.34285714,12,16,18,0
1,5,1,1,0,0,1,1,1,19,12.4,0.5,1.79,Graduate,26.86666667,11,12,13,2
1,2,1,1,0,0,1,1,0,19,9.4,-0.8,-3.12,Graduate,0.0,0,0,0,2
1,4,1,1,0,1,0,1,0,31,16.2,0.3,-0.92,Dropout,11.0,1,12,25,0
1,4,1,1,0,1,0,1,0,32,16.2,0.3,-0.92,Dropout,24.428571429999998,9,16,22,0
1,12,1,1,0,0,1,0,1,19,10.8,1.4,1.74,Graduate,25.2,14,16,24,2
1,15,1,6,0,0,1,0,0,34,7.6,2.6,0.32,Graduate,24.533333329999998,19,20,23,2
1,15,1,1,0,0,1,0,0,21,7.6,2.6,0.32,Graduate,26.166666669999998,12,12,12,2
1,10,1,1,0,0,1,0,1,53,9.4,-0.8,-3.12,Graduate,22.0,13,14,25,2
1,12,1,1,0,0,1,0,1,19,13.9,-0.3,0.79,Graduate,29.364285709999997,15,15,15,2
1,15,1,1,0,0,1,0,1,20,10.8,1.4,1.74,Graduate,24.25,8,12,22,2
1,15,1,1,0,0,1,0,0,18,10.8,1.4,1.74,Graduate,28.666666669999998,12,12,12,2
1,2,1,1,0,0,0,0,0,32,16.2,0.3,-0.92,Dropout,0.0,0,0,0,0
1,12,1,1,0,0,1,0,1,21,12.7,3.7,-1.7,Graduate,28.85714286,14,16,16,2
1,3,0,3,0,0,0,0,0,26,9.4,-0.8,-3.12,Dropout,0.0,0,10,19,0
1,6,1,14,0,0,1,0,0,26,15.5,2.8,-4.06,Graduate,24.294871790000002,31,31,72,2
2,17,0,14,0,0,0,0,0,21,15.5,2.8,-4.06,Dropout,24.333333330000002,4,10,22,0
1,15,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Graduate,25.5,12,12,18,2
1,5,1,14,0,0,1,0,1,21,15.5,2.8,-4.06,Graduate,25.87878788,23,24,24,2
1,11,1,1,0,0,1,0,0,21,7.6,2.6,0.32,Enrolled,21.833333330000002,10,12,20,1
1,14,1,1,0,0,1,0,1,19,13.9,-0.3,0.79,Graduate,27.0,12,12,12,2
1,9,1,1,0,0,1,0,0,19,10.8,1.4,1.74,Dropout,24.0,4,10,18,0
1,10,1,1,0,0,1,0,1,19,10.8,1.4,1.74,Graduate,22.62857143,11,12,19,2
1,12,1,3,0,0,1,0,0,27,9.4,-0.8,-3.12,Graduate,25.775,16,16,16,2
1,12,1,1,0,0,1,0,1,18,7.6,2.6,0.32,Graduate,25.9,12,14,14,2
1,9,1,1,0,0,1,0,0,20,12.7,3.7,-1.7,Dropout,10.0,1,10,17,0
1,12,1,1,0,0,1,0,1,19,12.4,0.5,1.79,Graduate,25.64428571,15,15,15,2
1,14,1,1,0,0,1,0,0,20,16.2,0.3,-0.92,Dropout,0.0,0,12,13,0
1,10,1,1,0,0,1,0,1,19,12.7,3.7,-1.7,Graduate,22.71428571,11,12,23,2
1,10,1,1,0,0,1,0,0,20,9.4,-0.8,-3.12,Enrolled,21.25,7,12,23,1
1,2,1,1,0,0,1,0,0,20,15.5,2.8,-4.06,Dropout,0.0,0,0,0,0
1,16,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Graduate,26.5,12,12,12,2
1,6,1,1,0,0,1,0,0,20,10.8,1.4,1.74,Graduate,26.15,9,10,12,2
2,17,0,1,0,0,0,0,0,38,12.7,3.7,-1.7,Dropout,21.6,7,10,15,0
4,3,0,1,0,0,1,0,0,42,8.9,1.4,3.51,Graduate,23.2,11,12,14,2
1,12,1,1,0,0,1,0,0,32,13.9,-0.3,0.79,Dropout,0.0,0,15,0,0
1,15,1,1,0,0,1,0,0,22,12.4,0.5,1.79,Graduate,26.666666669999998,12,12,12,2
2,17,0,1,0,0,1,0,0,28,7.6,2.6,0.32,Dropout,0.0,0,10,15,0
2,3,0,7,0,0,1,0,0,37,9.4,-0.8,-3.12,Dropout,0.0,0,12,0,0
2,4,1,14,0,0,1,0,0,43,15.5,2.8,-4.06,Graduate,29.166666669999998,12,12,17,2
6,3,0,1,0,0,1,0,1,41,13.9,-0.3,0.79,Graduate,25.16666666,11,12,16,2
4,3,0,12,0,0,1,0,1,29,10.8,1.4,1.74,Graduate,22.15,9,12,20,2
1,3,0,1,0,0,1,0,1,35,10.8,1.4,1.74,Graduate,22.333333330000002,12,12,15,2
1,10,1,1,0,0,1,0,0,18,9.4,-0.8,-3.12,Dropout,24.0,8,12,16,0
1,12,1,12,0,0,0,0,1,39,16.2,0.3,-0.92,Dropout,22.0,5,14,23,0
4,17,0,1,0,0,1,0,0,37,12.7,3.7,-1.7,Enrolled,21.333333330000002,5,10,21,1
1,12,1,1,0,0,1,0,1,26,7.6,2.6,0.32,Graduate,27.4,12,14,14,2
1,6,1,3,0,0,1,0,0,32,10.8,1.4,1.74,Dropout,14.0,1,10,20,0
2,3,0,1,0,1,1,0,0,37,13.9,-0.3,0.79,Enrolled,23.541666669999998,13,15,22,1
1,6,1,1,0,1,1,0,0,28,8.9,1.4,3.51,Enrolled,0.0,0,12,23,1
1,10,1,1,0,0,1,0,0,19,7.6,2.6,0.32,Dropout,0.0,0,12,10,0
1,9,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Enrolled,23.5,3,10,18,1
1,16,1,1,0,0,1,0,1,19,12.4,0.5,1.79,Graduate,26.28571429,13,14,17,2
2,14,1,3,0,0,1,0,0,32,13.9,-0.3,0.79,Graduate,28.711111109999997,16,19,25,2
2,9,1,1,0,0,1,0,0,31,7.6,2.6,0.32,Dropout,22.5,5,10,17,0
1,12,1,1,0,0,1,0,0,34,10.8,1.4,1.74,Enrolled,23.41142858,14,16,22,1
1,2,1,1,0,0,1,0,0,20,8.9,1.4,3.51,Graduate,27.583333330000002,23,23,26,2
1,12,1,12,0,0,1,0,0,28,13.9,-0.3,0.79,Dropout,20.75,2,14,25,0
1,17,0,14,0,0,1,0,0,31,9.4,-0.8,-3.12,Enrolled,25.428571429999998,13,13,16,1
1,15,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Enrolled,24.916666669999998,10,12,15,1
4,3,0,12,0,0,0,0,0,31,9.4,-0.8,-3.12,Dropout,22.4,8,12,17,0
1,15,1,1,0,0,1,0,0,19,12.4,0.5,1.79,Graduate,25.4,11,12,14,2
1,10,1,1,0,0,1,0,1,19,16.2,0.3,-0.92,Graduate,26.28571429,12,12,16,2
2,10,1,12,0,0,1,0,0,31,9.4,-0.8,-3.12,Enrolled,0.0,0,11,21,1
1,6,1,3,0,0,1,0,0,34,15.5,2.8,-4.06,Dropout,0.0,0,12,0,0
1,13,1,1,0,0,1,0,1,18,12.4,0.5,1.79,Graduate,31.360714289999997,15,15,15,2
1,11,1,1,0,0,1,0,0,18,11.1,0.6,2.02,Graduate,25.83333334,12,12,12,2
1,9,1,1,0,1,1,1,0,19,16.2,0.3,-0.92,Graduate,26.43333333,10,10,18,2
1,15,1,1,0,0,0,1,1,22,7.6,2.6,0.32,Dropout,0.0,0,8,16,0
2,14,1,1,0,0,1,1,0,32,7.6,2.6,0.32,Graduate,22.9,14,19,21,2
1,9,1,1,0,0,1,1,0,61,15.5,2.8,-4.06,Dropout,0.0,0,10,0,0
1,17,0,1,0,0,1,1,0,30,7.6,2.6,0.32,Graduate,22.6,10,10,12,2
2,17,0,1,0,1,0,1,0,45,12.4,0.5,1.79,Dropout,0.0,0,10,20,0
1,4,1,14,0,0,1,1,0,20,12.4,0.5,1.79,Graduate,26.23809524,12,12,13,2
1,12,1,1,0,0,1,0,0,19,9.4,-0.8,-3.12,Dropout,0.0,0,15,0,0
1,7,1,1,0,0,1,1,0,26,7.6,2.6,0.32,Dropout,23.25,8,21,25,0
1,14,1,1,0,0,1,1,0,19,7.6,2.6,0.32,Dropout,24.333333330000002,4,10,11,0
1,15,1,1,0,0,1,1,1,19,16.2,0.3,-0.92,Graduate,23.666666669999998,12,12,13,2
1,15,1,1,0,0,1,1,0,19,12.4,0.5,1.79,Graduate,25.5,11,12,13,2
1,9,1,1,0,0,1,1,1,19,16.2,0.3,-0.92,Graduate,25.86666667,10,10,12,2
1,14,1,1,0,0,0,1,0,19,7.6,2.6,0.32,Dropout,0.0,0,9,9,0
1,14,1,1,0,0,0,1,0,28,7.6,2.6,0.32,Dropout,23.166666669999998,5,10,15,0
1,9,1,1,0,0,1,1,0,24,9.4,-0.8,-3.12,Graduate,27.10952381,29,29,30,2
1,8,1,1,0,0,1,1,0,18,7.6,2.6,0.32,Graduate,26.86666667,8,10,12,2
1,7,1,1,0,0,1,1,0,18,7.6,2.6,0.32,Enrolled,24.166666669999998,4,10,18,1
1,15,1,1,0,0,1,1,1,18,12.4,0.5,1.79,Graduate,21.86666667,11,12,19,2
1,4,1,14,0,0,1,1,0,21,8.9,1.4,3.51,Graduate,25.8,10,12,18,2
2,17,0,1,0,0,0,1,0,28,12.4,0.5,1.79,Dropout,0.0,0,10,11,0
1,4,1,9,0,0,1,1,0,58,13.9,-0.3,0.79,Dropout,0.0,0,12,15,0
2,17,0,1,0,0,0,1,0,49,7.6,2.6,0.32,Dropout,0.0,0,10,10,0
1,7,1,1,0,0,1,1,0,24,15.5,2.8,-4.06,Enrolled,21.166666669999998,5,10,15,1
1,14,1,1,0,0,1,1,0,25,7.6,2.6,0.32,Graduate,28.5,8,10,10,2
4,9,1,1,0,0,1,1,0,33,7.6,2.6,0.32,Dropout,10.0,1,10,10,0
2,7,1,12,0,0,0,1,0,33,9.4,-0.8,-3.12,Dropout,0.0,0,10,16,0
2,16,1,1,0,0,1,1,0,40,13.9,-0.3,0.79,Graduate,31.5,5,6,9,2
2,17,0,1,0,0,1,1,0,48,16.2,0.3,-0.92,Graduate,23.41071429,10,10,17,2
1,7,1,1,0,1,0,1,0,18,8.9,1.4,3.51,Enrolled,22.333333330000002,6,10,18,1
1,12,1,12,0,0,1,1,0,24,7.6,2.6,0.32,Graduate,25.33333334,12,14,14,2
2,6,1,1,0,0,1,1,1,23,10.8,1.4,1.74,Graduate,25.05,9,10,13,2
1,17,0,12,0,1,0,1,0,39,10.8,1.4,1.74,Dropout,25.26666667,10,10,13,0
1,4,1,1,0,0,1,1,0,21,15.5,2.8,-4.06,Graduate,24.15,17,20,30,2
1,7,1,6,0,0,1,1,0,34,7.6,2.6,0.32,Dropout,21.75,6,11,16,0
2,17,0,1,0,0,1,1,1,41,8.9,1.4,3.51,Enrolled,22.4,9,10,15,1
1,15,1,1,0,0,1,1,0,18,12.7,3.7,-1.7,Graduate,24.5,12,12,12,2
2,17,0,1,0,0,1,1,0,34,13.9,-0.3,0.79,Enrolled,22.583333330000002,8,10,20,1
1,9,1,1,0,0,1,1,0,19,7.6,2.6,0.32,Dropout,26.0,3,10,16,0
1,12,1,1,0,0,1,1,0,19,12.7,3.7,-1.7,Graduate,27.42857142,14,16,16,2
1,4,1,4,0,0,1,1,0,28,16.2,0.3,-0.92,Graduate,30.675,12,12,26,2
1,5,1,1,0,0,1,1,0,18,7.6,2.6,0.32,Dropout,10.8,5,12,13,0
1,10,1,1,0,0,1,1,0,19,11.1,0.6,2.02,Dropout,22.0,5,12,23,0
1,6,1,1,0,1,0,1,0,19,12.4,0.5,1.79,Dropout,26.0,7,12,29,0
1,12,1,1,0,0,1,0,0,18,16.2,0.3,-0.92,Graduate,31.05584416,15,15,18,2
1,8,1,1,0,0,1,0,0,18,12.4,0.5,1.79,Graduate,26.8,11,12,16,2
1,15,1,1,0,0,1,0,0,18,11.1,0.6,2.02,Dropout,22.428571429999998,12,12,15,0
1,10,1,14,0,0,1,0,0,19,12.4,0.5,1.79,Graduate,27.666666669999998,12,12,12,2
2,10,1,3,0,0,1,0,0,31,12.7,3.7,-1.7,Graduate,27.1,10,12,22,2
1,3,0,1,0,0,1,0,1,33,12.7,3.7,-1.7,Graduate,28.5,12,12,12,2
1,12,1,1,0,0,1,0,1,20,12.4,0.5,1.79,Enrolled,28.01,11,14,18,1
1,6,1,14,0,0,1,0,0,22,12.4,0.5,1.79,Enrolled,24.3,7,12,31,1
1,11,1,1,0,0,1,0,0,19,11.1,0.6,2.02,Graduate,26.06666667,11,12,16,2
1,5,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Dropout,25.5,12,12,12,0
1,5,1,1,1,0,1,0,0,18,15.5,2.8,-4.06,Dropout,0.0,0,12,0,0
1,14,1,1,0,0,0,0,0,18,8.9,1.4,3.51,Dropout,0.0,0,12,0,0
1,2,1,1,0,0,1,0,0,18,11.1,0.6,2.02,Graduate,0.0,0,0,0,2
1,9,1,1,0,0,1,0,1,19,12.4,0.5,1.79,Graduate,22.2,8,10,13,2
1,10,1,1,0,0,1,0,0,18,11.1,0.6,2.02,Dropout,33.928571430000005,12,12,13,0
1,6,1,1,0,0,1,0,0,18,12.7,3.7,-1.7,Graduate,25.666666669999998,8,10,14,2
1,12,1,1,0,0,1,0,1,18,12.7,3.7,-1.7,Graduate,30.45714286,14,16,16,2
1,10,1,16,0,0,1,0,0,21,8.9,1.4,3.51,Graduate,26.0,18,18,19,2
1,12,1,1,0,0,1,0,1,18,12.7,3.7,-1.7,Graduate,28.85714286,14,16,16,2
1,14,1,1,0,0,1,0,0,18,11.1,0.6,2.02,Graduate,27.58928571,12,12,15,2
1,12,1,1,0,0,1,0,0,18,15.5,2.8,-4.06,Graduate,26.32133333,13,15,23,2
1,12,1,1,0,0,1,0,0,20,16.2,0.3,-0.92,Graduate,24.0175,13,15,19,2
1,9,1,1,0,0,1,0,1,18,12.7,3.7,-1.7,Graduate,26.6,10,10,13,2
1,15,1,1,0,0,1,0,0,18,11.1,0.6,2.02,Dropout,0.0,0,12,0,0
1,9,1,1,0,0,1,0,1,20,8.9,1.4,3.51,Graduate,23.4,10,10,12,2
1,11,1,1,0,0,1,0,0,20,12.4,0.5,1.79,Graduate,24.66666666,12,12,12,2
1,9,1,1,0,1,1,0,1,19,11.1,0.6,2.02,Dropout,11.0,4,10,10,0
1,5,1,1,0,0,1,0,1,19,11.1,0.6,2.02,Graduate,26.09090909,22,22,22,2
1,14,1,1,1,1,0,0,1,18,12.7,3.7,-1.7,Dropout,11.0,1,12,6,0
1,15,1,1,0,1,1,0,1,19,15.5,2.8,-4.06,Graduate,24.11904762,12,12,13,2
1,12,1,1,0,0,1,0,1,20,9.4,-0.8,-3.12,Graduate,25.9625,16,16,16,2
1,9,1,14,0,0,1,0,0,21,11.1,0.6,2.02,Graduate,22.533333329999998,11,12,16,2
1,12,1,1,0,0,1,0,0,21,10.8,1.4,1.74,Graduate,23.36,12,16,24,2
1,5,1,1,0,0,1,0,0,20,11.1,0.6,2.02,Graduate,28.0,12,12,13,2
1,16,1,1,0,0,1,0,0,19,8.9,1.4,3.51,Graduate,26.0,14,14,15,2
1,6,1,1,0,0,0,0,0,21,7.6,2.6,0.32,Dropout,22.0,4,10,15,0
1,6,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Graduate,26.0,10,10,13,2
1,11,1,1,0,0,1,0,1,19,8.9,1.4,3.51,Graduate,23.86666667,10,12,15,2
1,12,1,1,0,0,1,0,0,18,13.9,-0.3,0.79,Graduate,28.05,15,15,16,2
1,12,1,1,0,0,1,0,1,19,12.7,3.7,-1.7,Graduate,26.62857142,14,16,16,2
1,9,1,1,0,0,1,0,1,18,13.9,-0.3,0.79,Graduate,21.1,6,10,25,2
1,16,1,1,0,0,1,0,1,18,15.5,2.8,-4.06,Enrolled,22.75,8,12,19,1
1,15,1,1,0,0,1,0,0,18,13.9,-0.3,0.79,Graduate,27.571428570000002,12,12,14,2
1,6,1,1,0,0,1,0,1,18,10.8,1.4,1.74,Graduate,28.821428570000002,9,10,15,2
1,5,1,1,0,0,1,0,0,18,12.4,0.5,1.79,Dropout,13.0,2,12,12,0
1,5,1,1,0,0,1,0,1,18,11.1,0.6,2.02,Enrolled,28.333333330000002,12,12,13,1
1,10,1,1,0,0,1,0,0,18,11.1,0.6,2.02,Dropout,0.0,0,12,0,0
1,10,1,1,0,0,1,0,0,18,10.8,1.4,1.74,Graduate,27.166666669999998,12,12,12,2
1,6,1,1,0,0,1,0,1,20,13.9,-0.3,0.79,Graduate,24.833333330000002,8,8,13,2
1,16,1,1,0,0,1,0,0,18,15.5,2.8,-4.06,Enrolled,22.93333333,10,12,19,1
1,5,1,1,0,0,1,0,0,18,16.2,0.3,-0.92,Graduate,22.200000000000003,10,12,15,2
1,12,1,1,0,0,1,0,1,20,10.8,1.4,1.74,Graduate,25.58285714,14,16,16,2
4,14,1,1,0,0,1,0,0,40,9.4,-0.8,-3.12,Graduate,22.825,13,15,20,2
1,12,1,1,0,0,1,0,1,18,15.5,2.8,-4.06,Graduate,24.42587301,13,15,22,2
1,11,1,1,0,0,1,0,0,19,13.9,-0.3,0.79,Graduate,23.799999999999997,10,12,21,2
1,17,0,15,0,0,1,0,0,24,12.4,0.5,1.79,Dropout,0.0,0,10,11,0
1,15,1,1,0,0,1,0,0,19,10.8,1.4,1.74,Dropout,26.33333334,12,12,15,0
1,12,1,1,0,0,1,0,0,19,10.8,1.4,1.74,Graduate,28.2,14,16,16,2
1,12,1,1,0,0,1,0,1,20,11.1,0.6,2.02,Graduate,25.33952381,13,15,17,2
1,12,1,1,0,0,1,0,0,18,12.4,0.5,1.79,Graduate,31.101785709999998,15,15,15,2
1,2,1,1,0,0,1,0,1,18,13.9,-0.3,0.79,Graduate,0.0,0,0,0,2
1,12,1,1,0,0,1,0,0,19,13.9,-0.3,0.79,Graduate,29.15,15,15,16,2
1,12,1,1,0,0,1,0,0,18,13.9,-0.3,0.79,Dropout,30.049999999999997,15,15,16,0
1,6,1,14,0,0,1,0,0,19,12.4,0.5,1.79,Graduate,26.0,11,12,29,2
1,12,1,1,0,0,1,0,1,19,13.9,-0.3,0.79,Graduate,30.65,15,15,16,2
1,12,1,1,0,0,1,0,1,19,12.4,0.5,1.79,Graduate,28.37142857,14,15,16,2
1,12,1,1,0,0,1,0,1,19,11.1,0.6,2.02,Dropout,24.73857143,14,15,16,0
1,12,1,1,0,0,1,0,0,19,7.6,2.6,0.32,Graduate,29.13333334,12,14,14,2
1,14,1,9,0,1,0,0,0,25,9.4,-0.8,-3.12,Dropout,22.45,9,10,10,0
1,12,1,1,0,0,1,0,0,20,12.7,3.7,-1.7,Graduate,25.37142858,14,16,16,2
1,10,1,16,0,1,0,0,0,23,8.9,1.4,3.51,Dropout,26.821428570000002,11,18,26,0
1,5,1,1,0,0,1,0,0,20,15.5,2.8,-4.06,Dropout,0.0,0,12,0,0
1,3,0,1,0,0,1,0,0,27,11.1,0.6,2.02,Graduate,22.166666669999998,11,12,15,2
1,12,1,1,0,0,1,0,0,18,9.4,-0.8,-3.12,Graduate,28.89,16,16,16,2
1,16,1,1,0,1,1,0,0,18,9.4,-0.8,-3.12,Enrolled,25.35,9,12,19,1
1,3,0,15,0,1,0,0,0,23,13.9,-0.3,0.79,Dropout,28.625,19,22,23,0
1,12,1,1,0,0,1,0,1,19,7.6,2.6,0.32,Graduate,26.83333334,12,14,14,2
1,9,1,1,0,0,1,0,0,18,15.5,2.8,-4.06,Graduate,23.73333333,10,10,15,2
1,12,1,1,0,0,1,0,0,20,13.9,-0.3,0.79,Graduate,27.9125,15,15,16,2
1,14,1,1,0,0,1,0,0,18,12.4,0.5,1.79,Graduate,26.0,9,12,19,2
1,12,1,1,0,0,1,0,1,19,9.4,-0.8,-3.12,Graduate,29.5,16,16,16,2
1,10,1,14,0,0,1,0,1,19,12.4,0.5,1.79,Graduate,27.47619047,12,12,13,2
1,16,1,1,0,0,1,0,0,19,9.4,-0.8,-3.12,Enrolled,25.0,9,12,18,1
1,6,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Graduate,28.60714286,9,10,14,2
1,10,1,1,0,0,1,0,0,18,9.4,-0.8,-3.12,Graduate,25.4,11,12,18,2
1,15,1,1,0,0,1,0,0,18,11.1,0.6,2.02,Graduate,25.333333330000002,12,12,12,2
1,16,1,1,0,0,0,0,0,28,15.5,2.8,-4.06,Dropout,23.72727273,19,19,19,0
1,11,1,1,0,0,1,0,0,19,7.6,2.6,0.32,Dropout,26.5,5,12,19,0
1,2,1,1,0,1,1,0,0,20,13.9,-0.3,0.79,Dropout,0.0,0,0,0,0
1,12,1,1,0,0,1,0,1,19,12.4,0.5,1.79,Graduate,27.147619040000002,13,15,17,2
1,5,1,1,1,0,1,0,1,20,11.1,0.6,2.02,Graduate,25.83333334,12,12,12,2
1,11,1,1,0,0,1,0,1,19,12.4,0.5,1.79,Graduate,24.2,10,12,17,2
1,5,1,1,0,0,1,0,0,21,8.9,1.4,3.51,Enrolled,24.799999999999997,9,12,14,1
1,16,1,1,0,0,1,0,1,19,11.1,0.6,2.02,Graduate,28.28571429,14,14,14,2
1,5,1,1,0,0,1,0,1,18,13.9,-0.3,0.79,Graduate,25.33928571,12,12,16,2
1,8,1,1,0,0,1,0,0,19,15.5,2.8,-4.06,Dropout,0.0,0,12,0,0
1,14,1,1,0,0,1,0,1,19,8.9,1.4,3.51,Graduate,27.33333334,12,12,15,2
1,15,1,1,0,1,1,0,0,20,16.2,0.3,-0.92,Graduate,24.166666669999998,11,12,12,2
1,16,1,1,0,0,1,0,0,18,13.9,-0.3,0.79,Enrolled,24.73333333,11,14,20,1
1,2,1,1,0,0,1,0,0,18,15.5,2.8,-4.06,Enrolled,0.0,0,0,0,1
1,8,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Graduate,24.0,9,10,13,2
1,15,1,1,0,0,1,0,0,18,8.9,1.4,3.51,Dropout,0.0,0,12,6,0
1,10,1,1,0,0,1,0,0,18,7.6,2.6,0.32,Graduate,22.666666669999998,11,12,20,2
1,15,1,1,0,0,1,0,0,20,15.5,2.8,-4.06,Dropout,23.571428570000002,11,12,20,0
1,12,1,1,0,0,1,0,1,19,12.4,0.5,1.79,Graduate,25.85857143,15,15,17,2
1,16,1,1,0,1,0,0,0,21,15.5,2.8,-4.06,Dropout,24.33333334,6,12,15,0
1,14,1,3,0,1,0,0,0,20,10.8,1.4,1.74,Dropout,0.0,0,12,15,0
1,11,1,1,0,0,1,0,0,18,9.4,-0.8,-3.12,Graduate,23.45,9,12,18,2
1,15,1,1,0,0,1,0,1,20,10.8,1.4,1.74,Graduate,25.5,12,12,13,2
1,12,1,1,0,0,1,0,1,19,9.4,-0.8,-3.12,Graduate,28.1425,16,16,16,2
1,6,1,6,0,0,1,0,0,22,9.4,-0.8,-3.12,Dropout,27.45,9,10,23,0
1,8,1,1,0,0,0,0,0,22,9.4,-0.8,-3.12,Dropout,0.0,0,8,2,0
1,16,1,1,0,0,1,0,0,18,10.8,1.4,1.74,Enrolled,22.25,7,12,18,1
1,9,1,1,0,0,1,0,0,21,7.6,2.6,0.32,Enrolled,21.73809524,13,20,34,1
1,10,1,1,0,0,1,0,0,19,7.6,2.6,0.32,Graduate,24.6,7,12,20,2
1,2,1,1,0,0,1,0,0,19,10.8,1.4,1.74,Dropout,0.0,0,0,0,0
1,12,1,1,0,0,1,0,1,20,9.4,-0.8,-3.12,Dropout,29.80285714,14,16,16,0
1,12,1,1,0,1,1,0,1,18,15.5,2.8,-4.06,Graduate,25.09555556,15,15,17,2
1,17,0,16,0,0,0,0,0,22,8.9,1.4,3.51,Dropout,21.6,12,17,17,0
1,6,1,1,0,0,1,0,0,20,7.6,2.6,0.32,Graduate,25.06666667,9,10,16,2
